Year,STATE,HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst
1980,Alabama,0.608,0.031,0.824324324,0.833795014,,0.553950394,0.583631578,,0.568790986
1981,Alabama,0.597,0.047,0.692307692,0.831125828,,,,,
1982,Alabama,0.661,0.036,0.77173913,0.821428571,,,0.655195914,,0.655195914
1983,Alabama,0.586,0.038,0.688172043,0.819277108,,0.611440283,,,0.611440283
1984,Alabama,0.624,0.036,0.71,0.775956284,,,0.626932571,,0.626932571
1985,Alabama,0.644,0.031,0.755555556,0.835294118,,0.611974192,0.662105594,,0.637039893
1986,Alabama,0.567,0.038,0.686868687,0.777777778,,0.596843465,,,0.596843465
1987,Alabama,0.609,0.036,0.711340206,0.795454545,,,0.586605265,,0.586605265
1988,Alabama,0.606,0.031,0.638095238,0.804071247,,0.768345462,0.505046458,,0.63669596
1989,Alabama,0.627,0.031,0.714285714,0.801470588,,0.702464325,0.583599277,,0.643031801
1990,Alabama,0.641,0.031,0.767676768,0.860240964,,0.652096038,0.620018427,,0.6360572325
1991,Alabama,0.632,0.031,0.65625,0.81489842,,0.699917832,0.616140965,,0.6580293985
1992,Alabama,0.552,0.047,0.717391304,0.765661253,,,,,
1993,Alabama,0.6,0.031,0.71559633,0.794117647,,0.682880664,0.541685358,,0.612283011
1994,Alabama,0.571,0.036,0.657894737,0.775119617,,,0.545011063,,0.545011063
1995,Alabama,0.554,0.047,0.639534884,0.786163522,,,,,
1996,Alabama,0.568,0.031,0.699029126,0.8,,0.502761351,0.569423208,,0.5360922795
1997,Alabama,0.557,0.029,0.697247706,0.781637717,,0.594294617,,0.570439779,0.582367198
1998,Alabama,0.577,0.036,0.657657658,0.794759825,,,0.546264369,,0.546264369
1999,Alabama,0.537,0.036,0.697916667,0.801742919,,0.520277205,,,0.520277205
2000,Alabama,0.538,0.026,0.616071429,0.760084926,,0.575660014,0.435643214,0.606166292,0.5391565067
2001,Alabama,0.522,0.021,0.608247423,0.790361446,0.51973616,,,,0.51973616
2002,Alabama,0.553,0.02,0.565656566,0.78313253,0.575970917,,0.44089847,,0.5084346935
2003,Alabama,0.504,0.032,0.697916667,0.781176471,,,,0.495891685,0.495891685
2004,Alabama,0.516,0.018,0.577319588,0.718468468,0.525519189,,0.504181723,0.509307256,0.5130027227
2005,Alabama,0.485,0.044,0.645833333,0.699316629,,,,,
2006,Alabama,0.468,0.035,0.572916667,0.712809917,,,0.418361625,,0.418361625
2007,Alabama,0.481,0.032,0.56557377,0.695744681,,,,0.517508866,0.517508866
2008,Alabama,0.503,0.035,0.545454545,0.741200828,,,0.480169892,,0.480169892
2009,Alabama,0.482,0.032,0.561538462,0.747697974,,,,0.489706175,0.489706175
2010,Alabama,0.456,0.028,0.546099291,0.700743494,,,0.391566949,0.486040142,0.4388035455
2011,Alabama,0.513,0.032,0.653225806,0.7,,,,0.536971267,0.536971267
2012,Alabama,0.543,0.026,0.623188406,0.706484642,,0.631616181,0.49640098,0.558550265,0.562189142
2013,Alabama,0.516,0.032,0.562091503,0.735915493,,,,0.598502599,0.598502599
2014,Alabama,0.51,0.035,0.595890411,0.688927944,,,0.467334546,,0.467334546
2015,Alabama,0.495,0.032,0.575,0.738983051,,,,0.544806024,0.544806024
2016,Alabama,0.528,0.028,0.646341463,0.711538462,,,0.471447957,0.649360662,0.5604043095
1980,Alaska,0.789,0.047,0.923076923,0.872727273,,,,,
1981,Alaska,0.709,0.047,,0.734693878,,,,,
1982,Alaska,0.737,0.047,,0.808510638,,,,,
1983,Alaska,0.722,0.047,,0.8125,,,,,
1984,Alaska,0.712,0.047,0.625,0.772727273,,,,,
1985,Alaska,0.653,0.047,,0.696428571,,,,,
1986,Alaska,0.688,0.047,,0.782608696,,,,,
1987,Alaska,0.718,0.047,0.733333333,0.696202532,,,,,
1988,Alaska,0.748,0.047,,0.772727273,,,,,
1989,Alaska,0.711,0.047,0.545454545,0.743589744,,,,,
1990,Alaska,0.699,0.047,0.75,0.677419355,,,,,
1991,Alaska,0.716,0.047,0.636363636,0.725806452,,,,,
1992,Alaska,0.685,0.047,0.5,0.722222222,,,,,
1993,Alaska,0.712,0.047,0.695652174,0.702702703,,,,,
1994,Alaska,0.667,0.036,0.666666667,0.75,,,0.523671224,,0.523671224
1995,Alaska,0.709,0.047,0.5625,0.75862069,,,,,
1996,Alaska,0.663,0.036,0.523809524,0.747474747,,,0.564655738,,0.564655738
1997,Alaska,0.652,0.047,0.37037037,0.742574257,,,,,
1998,Alaska,0.559,0.036,0.461538462,0.689320388,,,0.41911213,,0.41911213
1999,Alaska,0.571,0.044,0.454545455,0.608108108,,,,,
2000,Alaska,0.601,0.035,0.52,0.741071429,,,0.483289686,,0.483289686
2001,Alaska,0.61,0.021,0.3,0.719512195,0.616017899,,,,0.616017899
2002,Alaska,0.614,0.02,0.628571429,0.721649485,0.628999887,,0.456990004,,0.5429949455
2003,Alaska,0.587,0.044,0.36,0.707070707,,,,,
2004,Alaska,0.58,0.021,0.297297297,0.703389831,0.58039848,,,,0.58039848
2005,Alaska,0.609,0.044,0.555555556,0.692307692,,,,,
2006,Alaska,0.551,0.044,0.322580645,0.663461538,,,,,
2007,Alaska,0.577,0.044,0.346153846,0.691056911,,,,,
2008,Alaska,0.613,0.044,0.382352941,0.762962963,,,,,
2009,Alaska,0.543,0.044,0.34375,0.612612613,,,,,
2010,Alaska,0.611,0.044,0.617647059,0.661538462,,,,,
2011,Alaska,0.627,0.044,0.586206897,0.719298246,,,,,
2012,Alaska,0.607,0.029,0.392857143,0.621428571,,0.679435099,,0.629171369,0.654303234
2013,Alaska,0.576,0.032,0.5,0.751824818,,,,0.609210936,0.609210936
2014,Alaska,0.618,0.044,0.413793103,0.746376812,,,,,
2015,Alaska,0.551,0.032,0.510638298,0.642857143,,,,0.605176258,0.605176258
2016,Alaska,0.572,0.032,0.369565217,0.653061224,,,,0.666124712,0.666124712
1980,Arizona,0.563,0.031,0.472222222,0.698863636,,0.541885231,0.552241849,,0.54706354
1981,Arizona,0.598,0.047,0.537190083,0.784023669,,,,,
1982,Arizona,0.541,0.036,0.512,0.6953125,,,0.476685297,,0.476685297
1983,Arizona,0.554,0.038,0.558333333,0.676315789,,0.574856943,,,0.574856943
1984,Arizona,0.567,0.036,0.514851485,0.729468599,,,0.519635815,,0.519635815
1985,Arizona,0.538,0.036,0.521008403,0.721088435,,,0.458793642,,0.458793642
1986,Arizona,0.549,0.038,0.525974026,0.692468619,,0.58265476,,,0.58265476
1987,Arizona,0.564,0.036,0.509933775,0.719101124,,,0.516627169,,0.516627169
1988,Arizona,0.557,0.031,0.488549618,0.698905109,,0.669501404,0.465618929,,0.5675601665
1989,Arizona,0.624,0.031,0.504132231,0.714545455,,0.716558435,0.600381212,,0.6584698235
1990,Arizona,0.598,0.031,0.521367521,0.722319859,,0.626144024,0.582382734,,0.604263379
1991,Arizona,0.564,0.031,0.47008547,0.708256881,,0.624764127,0.515805495,,0.570284811
1992,Arizona,0.547,0.047,0.524193548,0.710775047,,,,,
1993,Arizona,0.53,0.031,0.534351145,0.739932886,,0.445879655,0.517344894,,0.4816122745
1994,Arizona,0.505,0.036,0.503597122,0.711783439,,,0.424661512,,0.424661512
1995,Arizona,0.532,0.047,0.479289941,0.731132075,,,,,
1996,Arizona,0.449,0.031,0.540145985,0.707979626,,0.333253643,0.424634513,,0.378944078
1997,Arizona,0.465,0.029,0.492857143,0.693679092,,0.429878489,,0.491938146,0.4609083175
1998,Arizona,0.467,0.036,0.43452381,0.716981132,,,0.399501561,,0.399501561
1999,Arizona,0.409,0.036,0.380368098,0.686567164,,0.386336388,,,0.386336388
2000,Arizona,0.427,0.026,0.33974359,0.694267516,,0.388875415,0.341518576,0.515357002,0.415250331
2001,Arizona,0.35,0.021,0.434482759,0.651125402,0.328582668,,,,0.328582668
2002,Arizona,0.381,0.02,0.473684211,0.668531469,0.371388341,,0.345186426,,0.3582873835
2003,Arizona,0.393,0.032,0.36627907,0.633233533,,,,0.423838982,0.423838982
2004,Arizona,0.368,0.018,0.327956989,0.645533141,0.357941295,,0.355790597,0.402814178,0.3721820233
2005,Arizona,0.373,0.044,0.315,0.605369128,,,,,
2006,Arizona,0.385,0.035,0.403755869,0.622715405,,,0.350953786,,0.350953786
2007,Arizona,0.38,0.032,0.275229358,0.616541353,,,,0.423533008,0.423533008
2008,Arizona,0.382,0.035,0.392241379,0.606756757,,,0.364121603,,0.364121603
2009,Arizona,0.396,0.032,0.390977444,0.630982368,,,,0.435879906,0.435879906
2010,Arizona,0.346,0.028,0.364444444,0.619815668,,,0.26399206,0.392508541,0.3282503005
2011,Arizona,0.329,0.032,0.312030075,0.661073826,,,,0.298337446,0.298337446
2012,Arizona,0.415,0.026,0.350943396,0.63973064,,0.490824272,0.440613954,0.402438731,0.4446256523
2013,Arizona,0.366,0.032,0.361940299,0.623463687,,,,0.447063158,0.447063158
2014,Arizona,0.385,0.035,0.377926421,0.603174603,,,0.368824415,,0.368824415
2015,Arizona,0.36,0.032,0.391585761,0.605997932,,,,0.436256652,0.436256652
2016,Arizona,0.36,0.028,0.409090909,0.647715736,,,0.372834325,0.38709837,0.3799663475
1980,Arkansas,0.693,0.031,0.677419355,0.867647059,,0.607767971,0.7130417,,0.6604048355
1981,Arkansas,0.639,0.047,0.595238095,0.821917808,,,,,
1982,Arkansas,0.674,0.036,0.64,0.845132743,,,0.61890482,,0.61890482
1983,Arkansas,0.63,0.038,0.784313725,0.800884956,,0.611284316,,,0.611284316
1984,Arkansas,0.694,0.036,0.79245283,0.82745098,,,0.66737844,,0.66737844
1985,Arkansas,0.656,0.031,0.698412698,0.826086957,,0.66869732,0.621499003,,0.6450981615
1986,Arkansas,0.596,0.038,0.636363636,0.77254902,,0.615857419,,,0.615857419
1987,Arkansas,0.657,0.036,0.690909091,0.846689895,,,0.605130155,,0.605130155
1988,Arkansas,0.643,0.031,0.677966102,0.847736626,,0.779946528,0.529870786,,0.654908657
1989,Arkansas,0.636,0.031,0.590909091,0.811881188,,0.697290276,0.594151108,,0.645720692
1990,Arkansas,0.647,0.031,0.730769231,0.788381743,,0.670852025,0.631339407,,0.651095716
1991,Arkansas,0.639,0.031,0.673913043,0.831223629,,0.696768804,0.590276347,,0.6435225755
1992,Arkansas,0.533,0.047,0.5,0.734177215,,,,,
1993,Arkansas,0.644,0.031,0.586206897,0.799227799,,0.764209835,0.58598255,,0.6750961925
1994,Arkansas,0.601,0.036,0.584415584,0.756097561,,,0.572602297,,0.572602297
1995,Arkansas,0.583,0.047,0.7,0.74137931,,,,,
1996,Arkansas,0.58,0.038,0.610169492,0.761363636,,0.59950411,,,0.59950411
1997,Arkansas,0.562,0.029,0.602941176,0.697916667,,0.598893415,,0.587486965,0.59319019
1998,Arkansas,0.571,0.047,0.55,0.764084507,,,,,
1999,Arkansas,0.555,0.036,0.542372881,0.729241877,,0.55617674,,,0.55617674
2000,Arkansas,0.542,0.029,0.594202899,0.725,,0.612985805,,0.53000985,0.5714978275
2001,Arkansas,0.537,0.021,0.647058824,0.732484076,0.532243234,,,,0.532243234
2002,Arkansas,0.56,0.021,0.484848485,0.723472669,0.571686877,,,,0.571686877
2003,Arkansas,0.516,0.032,0.430555556,0.751655629,,,,0.535549372,0.535549372
2004,Arkansas,0.544,0.018,0.428571429,0.694158076,0.562237939,,0.517567836,0.534527573,0.538111116
2005,Arkansas,0.499,0.044,0.581395349,0.675159236,,,,,
2006,Arkansas,0.481,0.035,0.365079365,0.715654952,,,0.442402983,,0.442402983
2007,Arkansas,0.507,0.032,0.475,0.639751553,,,,0.575744984,0.575744984
2008,Arkansas,0.508,0.035,0.389830508,0.696048632,,,0.520225744,,0.520225744
2009,Arkansas,0.493,0.032,0.458823529,0.729970326,,,,0.516039382,0.516039382
2010,Arkansas,0.493,0.028,0.390804598,0.644444444,,,0.467819542,0.548351805,0.5080856735
2011,Arkansas,0.527,0.032,0.52173913,0.678378378,,,,0.591086906,0.591086906
2012,Arkansas,0.544,0.026,0.383838384,0.696891192,,0.66202689,0.50809798,0.581962177,0.5840290157
2013,Arkansas,0.5,0.032,0.505263158,0.650831354,,,,0.626322554,0.626322554
2014,Arkansas,0.493,0.035,0.513761468,0.657635468,,,0.482532341,,0.482532341
2015,Arkansas,0.462,0.032,0.5234375,0.61247216,,,,0.563812313,0.563812313
2016,Arkansas,0.518,0.028,0.510638298,0.625603865,,,0.48098291,0.661607791,0.5712953505
1980,California,0.366,0.031,0.323275862,0.55586704,,0.329565113,0.351176359,,0.340370736
1981,California,0.421,0.047,0.328031809,0.596387907,,,,,
1982,California,0.414,0.036,0.308206107,0.581266198,,,0.388666578,,0.388666578
1983,California,0.38,0.038,0.317073171,0.590925723,,0.32928843,,,0.32928843
1984,California,0.405,0.036,0.330178759,0.589799636,,,0.357138874,,0.357138874
1985,California,0.354,0.031,0.355801105,0.587478261,,0.342903618,0.277240597,,0.3100721075
1986,California,0.367,0.038,0.344086022,0.597029703,,0.297176749,,,0.297176749
1987,California,0.376,0.036,0.327153762,0.582074176,,,0.300481116,,0.300481116
1988,California,0.396,0.031,0.322391559,0.603048376,,0.4250307,0.334392947,,0.3797118235
1989,California,0.417,0.033,0.371158392,0.590972708,,0.434629065,0.348804133,,0.391716599
1990,California,0.379,0.031,0.371764706,0.616864941,,0.395541909,0.304117958,,0.3498299335
1991,California,0.368,0.031,0.325898389,0.581986937,,0.404845716,0.300192403,,0.3525190595
1992,California,0.402,0.047,0.304106548,0.60205528,,,,,
1993,California,0.386,0.031,0.332125604,0.590744995,,0.47147901,0.355155962,,0.413317486
1994,California,0.31,0.036,0.382533825,0.580200069,,,0.234772232,,0.234772232
1995,California,0.337,0.047,0.360264901,0.556992174,,,,,
1996,California,0.291,0.031,0.286666667,0.562452972,,0.237215623,0.308027108,,0.2726213655
1997,California,0.3,0.029,0.326873385,0.556099398,,0.347820934,,0.32270494,0.335262937
1998,California,0.241,0.036,0.291989664,0.558879212,,,0.198553994,,0.198553994
1999,California,0.271,0.036,0.314417178,0.547216495,,0.253743664,,,0.253743664
2000,California,0.274,0.026,0.307443366,0.551680136,,0.319309857,0.205961801,0.343543161,0.2896049397
2001,California,0.229,0.021,0.337301587,0.550064461,0.214033918,,,,0.214033918
2002,California,0.228,0.035,0.243319269,0.523241955,,,0.207165818,,0.207165818
2003,California,0.198,0.032,0.232653061,0.501126972,,,,0.215295922,0.215295922
2004,California,0.203,0.028,0.216545012,0.466614297,,,0.214677854,0.238407755,0.2265428045
2005,California,0.209,0.044,0.212737127,0.474878444,,,,,
2006,California,0.202,0.035,0.194444444,0.454615981,,,0.217267702,,0.217267702
2007,California,0.185,0.032,0.198317308,0.453790614,,,,0.21619451,0.21619451
2008,California,0.175,0.035,0.177272727,0.456649396,,,0.168038338,,0.168038338
2009,California,0.196,0.032,0.182713348,0.464764524,,,,0.244749031,0.244749031
2010,California,0.174,0.028,0.200226244,0.434136679,,,0.168003063,0.22314768,0.1955753715
2011,California,0.16,0.032,0.189274448,0.454515599,,,,0.17657792,0.17657792
2012,California,0.214,0.026,0.206855792,0.450935346,,0.394300994,0.20890312,0.212818583,0.2720075657
2013,California,0.155,0.032,0.200424178,0.448410123,,,,0.235708797,0.235708797
2014,California,0.183,0.035,0.191836735,0.431045145,,,0.187158672,,0.187158672
2015,California,0.151,0.032,0.164149043,0.439823566,,,,0.235507313,0.235507313
2016,California,0.163,0.028,0.182547643,0.428571429,,,0.186860452,0.240007863,0.2134341575
1980,Colorado,0.54,0.031,0.407407407,0.64640884,,0.538322786,0.545517829,,0.5419203075
1981,Colorado,0.525,0.047,0.423357664,0.663316583,,,,,
1982,Colorado,0.574,0.036,0.401960784,0.597014925,,,0.618670744,,0.618670744
1983,Colorado,0.49,0.038,0.404761905,0.656884876,,0.453559932,,,0.453559932
1984,Colorado,0.593,0.036,0.5,0.67804878,,,0.600817295,,0.600817295
1985,Colorado,0.517,0.031,0.447761194,0.63310962,,0.6522533,0.413104471,,0.5326788855
1986,Colorado,0.495,0.038,0.4,0.614864865,,0.529096764,,,0.529096764
1987,Colorado,0.528,0.036,0.458715596,0.560706402,,,0.529343478,,0.529343478
1988,Colorado,0.527,0.031,0.340740741,0.650862069,,0.674158574,0.434605306,,0.55438194
1989,Colorado,0.54,0.031,0.306122449,0.592017738,,0.633362112,0.534652376,,0.584007244
1990,Colorado,0.535,0.031,0.37037037,0.621076233,,0.588196688,0.521050994,,0.554623841
1991,Colorado,0.519,0.031,0.325,0.600451467,,0.623117151,0.48408841,,0.5536027805
1992,Colorado,0.483,0.047,0.430656934,0.616052061,,,,,
1993,Colorado,0.48,0.031,0.503703704,0.667372881,,0.503224432,0.395415301,,0.4493198665
1994,Colorado,0.49,0.036,0.386363636,0.624481328,,,0.470229772,,0.470229772
1995,Colorado,0.445,0.047,0.330882353,0.579150579,,,,,
1996,Colorado,0.465,0.031,0.408,0.606326889,,0.456220702,0.454750409,,0.4554855555
1997,Colorado,0.445,0.029,0.447154472,0.600409836,,0.432903478,,0.481911182,0.45740733
1998,Colorado,0.409,0.036,0.363636364,0.567346939,,,0.365952397,,0.365952397
1999,Colorado,0.43,0.036,0.32231405,0.59602649,,0.433633136,,,0.433633136
2000,Colorado,0.467,0.026,0.483050847,0.591919192,,0.442700091,0.391228058,0.529318622,0.4544155903
2001,Colorado,0.371,0.021,0.350993377,0.590192644,0.342236606,,,,0.342236606
2002,Colorado,0.363,0.02,0.286713287,0.580479452,0.352156088,,0.338176622,,0.345166355
2003,Colorado,0.373,0.032,0.25477707,0.565674256,,,,0.395146628,0.395146628
2004,Colorado,0.411,0.018,0.284946237,0.571194763,0.420237824,,0.375986412,0.43637598,0.4108667387
2005,Colorado,0.378,0.044,0.28313253,0.550473186,,,,,
2006,Colorado,0.399,0.035,0.352601156,0.556552962,,,0.385089371,,0.385089371
2007,Colorado,0.404,0.032,0.223463687,0.563291139,,,,0.462814318,0.462814318
2008,Colorado,0.402,0.035,0.233695652,0.555735057,,,0.400997196,,0.400997196
2009,Colorado,0.411,0.032,0.25,0.550068587,,,,0.463770616,0.463770616
2010,Colorado,0.384,0.028,0.288557214,0.555722892,,,0.335469758,0.42760776,0.381538759
2011,Colorado,0.36,0.032,0.253588517,0.553977273,,,,0.365323626,0.365323626
2012,Colorado,0.414,0.026,0.265560166,0.578298397,,0.501626954,0.420640855,0.408148169,0.4434719927
2013,Colorado,0.394,0.032,0.256809339,0.564,,,,0.502715567,0.502715567
2014,Colorado,0.385,0.035,0.283333333,0.558718861,,,0.365837149,,0.365837149
2015,Colorado,0.369,0.032,0.286290323,0.556213018,,,,0.453384659,0.453384659
2016,Colorado,0.379,0.028,0.337164751,0.578831312,,,0.322769717,0.476515905,0.399642811
1980,Connecticut,0.256,0.031,,0.419811321,,0.276539364,0.240520278,,0.258529821
1981,Connecticut,0.298,0.047,,0.471111111,,,,,
1982,Connecticut,0.315,0.036,0.216666667,0.569060773,,,0.239978168,,0.239978168
1983,Connecticut,0.3,0.038,0.26,0.462264151,,0.273655455,,,0.273655455
1984,Connecticut,0.295,0.036,0.193548387,0.448598131,,,0.258830934,,0.258830934
1985,Connecticut,0.254,0.031,0.234042553,0.464135021,,0.17447099,0.223328263,,0.1988996265
1986,Connecticut,0.284,0.038,0.189655172,0.497975709,,0.203469531,,,0.203469531
1987,Connecticut,0.3,0.036,0.25862069,0.477178423,,,0.226225114,,0.226225114
1988,Connecticut,0.261,0.031,,0.492805755,,0.209370891,0.211009373,,0.210190132
1989,Connecticut,0.318,0.031,0.306451613,0.456431535,,0.281837681,0.309930915,,0.295884298
1990,Connecticut,0.315,0.031,0.209677419,0.46835443,,0.27724429,0.304651944,,0.290948117
1991,Connecticut,0.322,0.031,0.25,0.50729927,,0.287832028,0.279487576,,0.283659802
1992,Connecticut,0.375,0.047,0.314814815,0.487704918,,,,,
1993,Connecticut,0.309,0.031,0.393939394,0.521186441,,0.244189331,0.260889102,,0.2525392165
1994,Connecticut,0.316,0.036,0.211267606,0.513833992,,,0.25648198,,0.25648198
1995,Connecticut,0.293,0.047,0.213114754,0.503816794,,,,,
1996,Connecticut,0.238,0.031,0.169491525,0.472103004,,0.158899025,0.280543761,,0.219721393
1997,Connecticut,0.228,0.029,0.176470588,0.466346154,,0.280669772,,0.23892217,0.259795971
1998,Connecticut,0.219,0.036,0.163636364,0.400990099,,,0.237468203,,0.237468203
1999,Connecticut,0.198,0.036,0.070175439,0.493087558,,0.153651657,,,0.153651657
2000,Connecticut,0.202,0.026,0.131147541,0.432098765,,0.224730106,0.161331686,0.292297209,0.226119667
2001,Connecticut,0.189,0.021,0.096153846,0.476190476,0.183183886,,,,0.183183886
2002,Connecticut,0.193,0.02,0.074074074,0.393203883,0.18531556,,0.252075316,,0.218695438
2003,Connecticut,0.179,0.032,0.166666667,0.378640777,,,,0.219408895,0.219408895
2004,Connecticut,0.166,0.018,0.15625,0.413043478,0.136066586,,0.271851996,0.216484556,0.2081343793
2005,Connecticut,0.202,0.044,0.140625,0.445887446,,,,,
2006,Connecticut,0.174,0.035,0.066666667,0.323275862,,,0.232954086,,0.232954086
2007,Connecticut,0.116,0.032,0.086206897,0.342723005,,,,0.134191039,0.134191039
2008,Connecticut,0.192,0.035,0.171428571,0.395918367,,,0.202627797,,0.202627797
2009,Connecticut,0.185,0.032,0.139240506,0.345991561,,,,0.250124117,0.250124117
2010,Connecticut,0.172,0.028,0.094594595,0.369175627,,,0.212464685,0.20007053,0.2062676075
2011,Connecticut,0.163,0.032,0.101265823,0.35395189,,,,0.212083891,0.212083891
2012,Connecticut,0.183,0.026,0.119565217,0.362318841,,0.212545795,0.207610256,0.228813181,0.2163230773
2013,Connecticut,0.141,0.032,0.068493151,0.338521401,,,,0.244112606,0.244112606
2014,Connecticut,0.2,0.035,0.106796117,0.413043478,,,0.204234396,,0.204234396
2015,Connecticut,0.192,0.032,0.077669903,0.341637011,,,,0.324354652,0.324354652
2016,Connecticut,0.188,0.028,0.07826087,0.358156028,,,0.245674815,0.272317062,0.2589959385
1980,Delaware,0.345,0.047,,0.490196078,,,,,
1981,Delaware,0.396,0.047,,0.590163934,,,,,
1982,Delaware,0.385,0.047,,0.58,,,,,
1983,Delaware,0.294,0.047,,0.41509434,,,,,
1984,Delaware,0.344,0.047,,0.528301887,,,,,
1985,Delaware,0.331,0.047,,0.509803922,,,,,
1986,Delaware,0.415,0.038,,0.597014925,,0.462778003,,,0.462778003
1987,Delaware,0.4,0.047,,0.589041096,,,,,
1988,Delaware,0.431,0.038,,0.569230769,,0.601543874,,,0.601543874
1989,Delaware,0.483,0.038,0.375,0.696202532,,0.546002887,,,0.546002887
1990,Delaware,0.398,0.038,0.166666667,0.548387097,,0.509991978,,,0.509991978
1991,Delaware,0.385,0.038,0.227272727,0.473684211,,0.515245515,,,0.515245515
1992,Delaware,0.378,0.047,0.32,0.555555556,,,,,
1993,Delaware,0.397,0.031,0.1,0.5,,0.56198847,0.381183005,,0.4715857375
1994,Delaware,0.441,0.036,0.428571429,0.590909091,,,0.445274443,,0.445274443
1995,Delaware,0.353,0.047,0.235294118,0.555555556,,,,,
1996,Delaware,0.392,0.036,0.294117647,0.6125,,,0.3684482,,0.3684482
1997,Delaware,0.326,0.033,0.142857143,0.438356164,,,,0.409332118,0.409332118
1998,Delaware,0.326,0.036,0.363636364,0.526315789,,,0.290894813,,0.290894813
1999,Delaware,0.319,0.036,0.230769231,0.561643836,,0.321388184,,,0.321388184
2000,Delaware,0.352,0.028,0.3,0.548387097,,,0.299250901,0.434261842,0.3667563715
2001,Delaware,0.3,0.021,0.434782609,0.505882353,0.292305993,,,,0.292305993
2002,Delaware,0.317,0.02,0.125,0.560606061,0.304126465,,0.379221076,,0.3416737705
2003,Delaware,0.304,0.032,0.2,0.536231884,,,,0.350390103,0.350390103
2004,Delaware,0.331,0.019,0.347826087,0.528571429,0.343354714,,,0.343620309,0.3434875115
2005,Delaware,0.3,0.044,0.214285714,0.565217391,,,,,
2006,Delaware,0.303,0.035,0.411764706,0.472972973,,,0.320806879,,0.320806879
2007,Delaware,0.262,0.032,0.375,0.521126761,,,,0.270566356,0.270566356
2008,Delaware,0.263,0.035,0.047619048,0.454545455,,,0.307587687,,0.307587687
2009,Delaware,0.265,0.032,0.19047619,0.395348837,,,,0.34664268,0.34664268
2010,Delaware,0.269,0.028,0.166666667,0.454545455,,,0.285097046,0.315377506,0.300237276
2011,Delaware,0.309,0.032,0.375,0.456790123,,,,0.37512588,0.37512588
2012,Delaware,0.308,0.026,0.25,0.402061856,,0.395506045,0.338172637,0.350826585,0.3615017557
2013,Delaware,0.289,0.032,0.290322581,0.56043956,,,,0.373201505,0.373201505
2014,Delaware,0.301,0.035,0.076923077,0.57,,,0.307331551,,0.307331551
2015,Delaware,0.32,0.032,0.371428571,0.482758621,,,,0.432484965,0.432484965
2016,Delaware,0.387,0.028,0.428571429,0.571428571,,,0.381303805,0.499978554,0.4406411795
1980,Florida,0.437,0.031,0.454332553,0.669459963,,0.363523296,0.450963679,,0.4072434875
1981,Florida,0.467,0.047,0.492682927,0.68622449,,,,,
1982,Florida,0.423,0.036,0.501118568,0.682193839,,,0.332858606,,0.332858606
1983,Florida,0.468,0.038,0.443478261,0.671653543,,0.507283691,,,0.507283691
1984,Florida,0.44,0.036,0.460496614,0.667392883,,,0.378214405,,0.378214405
1985,Florida,0.418,0.031,0.425692695,0.668285913,,0.375076418,0.388620488,,0.381848453
1986,Florida,0.414,0.038,0.458244111,0.660042583,,0.368252052,,,0.368252052
1987,Florida,0.426,0.036,0.430703625,0.664304124,,,0.365697085,,0.365697085
1988,Florida,0.397,0.031,0.458874459,0.671660424,,0.424536753,0.294826851,,0.359681802
1989,Florida,0.461,0.031,0.432835821,0.685749844,,0.511509541,0.399180797,,0.455345169
1990,Florida,0.411,0.031,0.425178147,0.678678679,,0.386044436,0.366245976,,0.376145206
1991,Florida,0.459,0.031,0.440366972,0.66305003,,0.459598237,0.458365034,,0.4589816355
1992,Florida,0.426,0.047,0.403153153,0.64813645,,,,,
1993,Florida,0.429,0.031,0.432595573,0.647887324,,0.438323763,0.405477706,,0.4219007345
1994,Florida,0.383,0.036,0.431279621,0.656382335,,,0.302502507,,0.302502507
1995,Florida,0.419,0.047,0.434782609,0.638888889,,,,,
1996,Florida,0.364,0.031,0.395833333,0.628704242,,0.348880453,0.331646157,,0.340263305
1997,Florida,0.366,0.029,0.43107221,0.61730652,,0.411139275,,0.365894559,0.388516917
1998,Florida,0.319,0.036,0.378378378,0.593107618,,,0.25486946,,0.25486946
1999,Florida,0.33,0.036,0.415178571,0.600885515,,0.314607702,,,0.314607702
2000,Florida,0.32,0.026,0.401425178,0.610810811,,0.352762619,0.259113155,0.363416605,0.3250974597
2001,Florida,0.268,0.021,0.310546875,0.576026637,0.254658536,,,,0.254658536
2002,Florida,0.277,0.02,0.319230769,0.571507151,0.274433888,,0.236289689,,0.2553617885
2003,Florida,0.266,0.032,0.331991952,0.598333333,,,,0.253667045,0.253667045
2004,Florida,0.234,0.018,0.344651952,0.552222222,0.220304473,,0.226463503,0.261734003,0.2361673263
2005,Florida,0.295,0.044,0.314878893,0.554550594,,,,,
2006,Florida,0.282,0.035,0.322638146,0.556679085,,,0.25108638,,0.25108638
2007,Florida,0.261,0.032,0.315699659,0.549225387,,,,0.265577078,0.265577078
2008,Florida,0.303,0.035,0.341423948,0.558906692,,,0.287868441,,0.287868441
2009,Florida,0.281,0.032,0.34733441,0.561411344,,,,0.297258469,0.297258469
2010,Florida,0.27,0.028,0.357256778,0.568917669,,,0.214385264,0.298422357,0.2564038105
2011,Florida,0.325,0.032,0.321656051,0.571936057,,,,0.367015802,0.367015802
